"","Organism.name","Year","Source","Taxon","Assembly"
"lil","Leptospira interrogans serovar Lai 56601","2002","RefSeq","189518","GCF_000092565.1"
"lie","Leptospira interrogans serovar Lai IPAV","2012","GenBank","573825","GCA_000231175.1"
"lic","Leptospira interrogans serovar Copenhageni","2004","GenBank","267671","GCA_000007685.1"
"lis","Leptospira interrogans serovar Linhai","2015","GenBank","1395589","GCA_000941035.1"
"lbj","Leptospira borgpetersenii JB197","2006","GenBank","355277","GCA_000013965.1"
"lbl","Leptospira borgpetersenii L550","2006","GenBank","355276","GCA_000013945.1"
"lbi","Leptospira biflexa serovar Patoc Patoc 1 (Paris)","2008","GenBank","456481","GCA_000017685.1"
"lbf","Leptospira biflexa serovar Patoc Patoc 1 (Ames)","2008","GenBank","355278","GCA_000017605.1"
"lst","Leptospira santarosai","2015","GenBank","758847","GCA_000313175.2"
"laj","Leptospira alstonii","2016","GenBank","28452","GCA_001729245.1"
"tpx","Turneriella parva","2012","GenBank","869212","GCA_000266885.1"
"bhy","Brachyspira hyodysenteriae WA1","2009","GenBank","565034","GCA_000022105.1"
"bhd","Brachyspira hyodysenteriae ATCC 27164","2017","GenBank","1266923","GCA_001676785.2"
"brm","Brachyspira murdochii","2010","GenBank","526224","GCA_000092845.1"
"bpo","Brachyspira pilosicoli 95/1000","2010","GenBank","759914","GCA_000143725.1"
"bpj","Brachyspira pilosicoli B2904","2012","GenBank","1133568","GCA_000296575.1"
"bpip","Brachyspira pilosicoli P43/6/78","2012","GenBank","1042417","GCA_000325665.1"
"bpw","Brachyspira pilosicoli WesB","2013","GenBank","1161918","GCA_000319185.1"
"bip","Brachyspira intermedia","2012","GenBank","1045858","GCA_000223215.1"
"aba","Candidatus Koribacter versatilis","2006","GenBank","204669","GCA_000014005.1"
"aca","Acidobacterium capsulatum","2009","GenBank","240015","GCA_000022565.1"
"acm","Granulicella tundricola","2011","GenBank","1198114","GCA_000178975.2"
"gma","Granulicella mallensis","2012","GenBank","682795","GCA_000178955.2"
"tsa","Terriglobus saanensis","2011","GenBank","401053","GCA_000179915.2"
"trs","Terriglobus roseus","2012","GenBank","926566","GCA_000265425.1"
"sus","Candidatus Solibacter usitatus","2006","GenBank","234267","GCA_000014905.1"
"ctm","Chloracidobacterium thermophilum","2011","GenBank","981222","GCA_000226295.1"
"abac","Luteitalea pratensis","2016","GenBank","1855912","GCA_001618865.1"
"emi","Elusimicrobium minutum","2008","GenBank","445932","GCA_000020145.1"
"epo","Endomicrobium proavitum","2015","GenBank","1408281","GCA_001027545.1"
"eti","Candidatus Endomicrobium trichonymphae","2017","GenBank","1408204","GCA_002355835.1"
"rsd","Uncultured Termite group 1 bacterium phylotype Rs-D17","2008","GenBank","471821","GCA_000146025.1"
"fnu","Fusobacterium nucleatum subsp. nucleatum ATCC 25586","2002","RefSeq","190304","GCF_000007325.1"
"fnc","Fusobacterium nucleatum subsp. vincentii 3_1_36A2","2013","GenBank","469604","GCA_000162235.2"
"fnt","Fusobacterium nucleatum subsp. vincentii 3_1_27","2015","GenBank","469602","GCA_000163915.2"
"fus","Fusobacterium nucleatum subsp. animalis 4_8","2013","GenBank","469607","GCA_000400875.1"
"fne","Fusobacterium nucleatum subsp. animalis 7_1","2015","GenBank","457405","GCA_000158275.2"
"fhw","Fusobacterium hwasookii","2016","GenBank","1307442","GCA_001455145.1"
"fpd","Fusobacterium periodonticum","2018","GenBank","860","GCA_002763595.1"
"fva","Fusobacterium varium","2018","GenBank","856","GCA_002356455.1"
"ipo","Ilyobacter polytropus","2010","GenBank","572544","GCA_000165505.1"
"lba","Leptotrichia buccalis","2009","GenBank","523794","GCA_000023905.1"
"leo","Leptotrichia sp. oral taxon 212","2015","GenBank","712357","GCA_001274535.1"
"lot","Leptotrichia sp. oral taxon 847","2017","GenBank","1785996","GCA_001553645.1"
"leq","Leptotrichia sp. oral taxon 498","2017","GenBank","712368","GCA_002240055.1"
"str","Sebaldella termitidis","2009","GenBank","526218","GCA_000024405.1"
"smf","Streptobacillus moniliformis","2009","GenBank","519441","GCA_000024565.1"
"sns","Sneathia amnii","2015","GenBank","187101","GCA_000973085.1"
"tai","Thermanaerovibrio acidaminovorans","2009","RefSeq","525903","GCF_000024905.1"
"aco","Aminobacterium colombiense","2010","GenBank","572547","GCA_000025885.1"
"tli","Thermovirga lienii","2011","GenBank","580340","GCA_000233775.1"
"amo","Acetomicrobium mobile","2012","GenBank","891968","GCA_000266925.1"
"sbr","Fretibacterium fastidiosum","2013","GenBank","651822","GCA_000210715.1"
"cpor","Cloacibacillus porcorum","2016","GenBank","1197717","GCA_001701045.1"
"fsu","Fibrobacter succinogenes","2009","GenBank","59374","GCA_000024665.1"
"fsc","Fibrobacter succinogenes","2012","GenBank","59374","GCA_000146505.1"
"gau","Gemmatimonas aurantiaca","2009","GenBank","379066","GCA_000010305.1"
"gph","Gemmatimonas phototrophica","2017","GenBank","1379270","GCA_000695095.2"
"gba","Gemmatirosa kalamazoonesis","2014","GenBank","861299","GCA_000522985.1"
"bth","Bacteroides thetaiotaomicron VPI-5482","2003","RefSeq","226186","GCF_000011065.1"
"btho","Bacteroides thetaiotaomicron 7330","2016","GenBank","818","GCA_001314975.1"
"bfr","Bacteroides fragilis YCH46","2004","RefSeq","295405","GCF_000009925.1"
"bfs","Bacteroides fragilis NCTC9343","2005","GenBank","272559","GCA_000025985.1"
"bfg","Bacteroides fragilis 638R","2012","GenBank","862962","GCA_000210835.1"
"bfb","Bacteroides fragilis BOB25","2015","GenBank","817","GCA_000965785.1"
"bvu","Bacteroides vulgatus","2007","GenBank","435590","GCA_000012825.1"
"bhl","Bacteroides helcogenes","2011","GenBank","693979","GCA_000186225.1"
"bsa","Bacteroides salanitronis","2011","GenBank","667015","GCA_000190575.1"
"bxy","Bacteroides xylanisolvens","2013","GenBank","657309","GCA_000210075.1"
"bdo","Bacteroides dorei HS1_L_1_B_010","2014","GenBank","357276","GCA_000738045.1"
"bdh","Bacteroides dorei HS1_L_3_B_079","2014","GenBank","357276","GCA_000738065.1"
"boa","Bacteroides ovatus","2016","GenBank","28116","GCA_001314995.1"
"bcel","Bacteroides cellulosilyticus","2016","GenBank","246787","GCA_001318345.1"
"bcac","Bacteroides caccae","2017","GenBank","47678","GCA_002222615.2"
"bcae","Bacteroides caecimuris","2017","GenBank","1796613","GCA_001688725.2"
"bzg","Bacteroides zoogleoformans","2018","GenBank","28119","GCA_002998435.1"
"bacc","Bacteroidales bacterium CF","2013","GenBank","1400053","GCA_000473305.1"
"pgi","Porphyromonas gingivalis W83","2003","GenBank","242619","GCA_000007585.1"
"pgn","Porphyromonas gingivalis ATCC 33277","2008","GenBank","431947","GCA_000010505.1"
"pgt","Porphyromonas gingivalis TDC60","2011","GenBank","1030843","GCA_000270225.1"
"pah","Porphyromonas asaccharolytica","2011","GenBank","879243","GCA_000212375.1"
"pbt","Fermentimonas caenicola","2015","GenBank","1562970","GCA_000953535.1"
"pmuc","Petrimonas mucosa","2016","GenBank","1642646","GCA_900095795.1"
"pet","Petrimonas sp. IBARAKI","2017","GenBank","1978337","GCA_002356435.2"
"ppn","Paludibacter propionicigenes","2010","GenBank","694427","GCA_000183135.1"
"pdi","Parabacteroides distasonis","2007","GenBank","435591","GCA_000012845.1"
"pary","Parabacteroides sp. YL27","2016","GenBank","1796646","GCA_001688645.2"
"parc","Parabacteroides sp. CT06","2017","GenBank","2025876","GCA_002257605.1"
"tfo","Tannerella forsythia","2012","GenBank","203275","GCA_000238215.1"
"toh","Tannerella sp. oral taxon HOT-286","2016","GenBank","712710","GCA_001717525.2"
"bvs","Barnesiella viscericola","2014","GenBank","880074","GCA_000512915.1"
"psac","Proteiniphilum saccharofermentans","2017","GenBank","1642647","GCA_900095135.1"
"osp","Odoribacter splanchnicus","2011","GenBank","709991","GCA_000190535.1"
"aps","Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus)","2008","GenBank","511995","GCA_000010645.1"
"pru","Prevotella ruminicola","2010","GenBank","264731","GCA_000025925.1"
"pmz","Prevotella melaninogenica","2010","GenBank","553174","GCA_000144405.1"
"pdn","Prevotella denticola","2011","GenBank","767031","GCA_000193395.1"
"pit","Prevotella intermedia","2012","GenBank","246198","GCA_000261025.1"
"pdt","Prevotella dentalis","2013","GenBank","908937","GCA_000242335.3"
"pro","Prevotella sp. oral taxon 299","2013","GenBank","575614","GCA_000163055.2"
"pfus","Prevotella fusca","2015","GenBank","1236517","GCA_001262015.1"
"peo","Prevotella enoeca","2016","GenBank","76123","GCA_001444445.1"
"pje","Prevotella jejuni","2018","GenBank","1177574","GCA_002849795.1"
"afd","Alistipes finegoldii","2012","GenBank","679935","GCA_000265365.1"
"ash","Alistipes shahii","2013","GenBank","717959","GCA_000210575.1"
"rbc","Mucinivorans hirudinis","2014","GenBank","1433126","GCA_000723505.1"
"dori","Draconibacterium orientale","2014","GenBank","1168034","GCA_000626635.1"
"blq","Salinivirga cyanobacteriivorans","2016","GenBank","1307839","GCA_001443605.1"
"asx","Alkalitalea saponilacus","2017","GenBank","889453","GCA_002201795.1"
"mbas","Marinifilaceae bacterium SPP2","2018","GenBank","1717717","GCA_002356295.1"
"sru","Salinibacter ruber DSM 13855","2005","RefSeq","309807","GCF_000013045.1"
"srm","Salinibacter ruber M8","2010","GenBank","761659","GCA_000090405.1"
"rmr","Rhodothermus marinus DSM 4252","2009","GenBank","518766","GCA_000024845.1"
"rmg","Rhodothermus marinus SG0.5JP17-172","2011","GenBank","762570","GCA_000224745.1"
"rbar","Rhodothermaceae bacterium RA","2017","GenBank","1779382","GCA_001518995.2"
"cpi","Chitinophaga pinensis","2009","GenBank","485918","GCA_000024005.1"
"nko","Niastella koreensis","2012","GenBank","700598","GCA_000246855.1"
"nso","Niabella soli","2015","GenBank","929713","GCA_000243115.3"
"nia","Niabella ginsenosidivorans","2016","GenBank","1176587","GCA_001654455.1"
"fla","Flavisolibacter tropicus","2016","GenBank","1492898","GCA_001644645.1"
"arb","Arachidicoccus sp. BS20","2016","GenBank","1850526","GCA_001659705.1"
"fln","Filimonas lacunae","2017","GenBank","477680","GCA_002355595.1"
"cbae","Chitinophagaceae bacterium 13","2018","GenBank","2029983","GCA_002557795.1"
"hhy","Haliscomenobacter hydrossis","2011","GenBank","760192","GCA_000212735.1"
"sgn","Saprospira grandis","2012","GenBank","984262","GCA_000250635.1"
"phe","Pedobacter heparinus","2009","GenBank","485917","GCA_000023825.1"
"pep","Pedobacter sp. PACM 27299","2016","GenBank","1727164","GCA_001412655.1"
"pcm","Pedobacter cryoconitis","2016","GenBank","188932","GCA_001590605.1"
"psty","Pedobacter steynii","2016","GenBank","430522","GCA_001721645.1"
"pgs","Pedobacter ginsengisoli","2017","GenBank","363852","GCA_002736205.1"
"psn","Pseudopedobacter saltans","2011","GenBank","762903","GCA_000190735.2"
"shg","Sphingobacterium sp. 21","2011","GenBank","743722","GCA_000192845.1"
"sht","Sphingobacterium sp. ML3W","2014","GenBank","1538644","GCA_000747525.1"
"sphn","Sphingobacterium sp. B29","2017","GenBank","1933220","GCA_001952815.1"
"scn","Solitalea canadensis","2012","GenBank","929556","GCA_000242635.3"
"mup","Mucilaginibacter sp. PAMC 26640","2016","GenBank","1300914","GCA_001596135.1"
"muc","Mucilaginibacter sp. BJC16-A31","2017","GenBank","1234841","GCA_002257585.1"
"mgot","Mucilaginibacter gotjawali","2017","GenBank","1550579","GCA_002355435.1"
"cmr","Cyclobacterium marinum","2011","GenBank","880070","GCA_000222485.1"
"camu","Cyclobacterium amurskyense","2015","GenBank","320787","GCA_001050135.1"
"bbd","Belliella baltica","2012","GenBank","866536","GCA_000265405.1"
"evi","Echinicola vietnamensis","2012","GenBank","926556","GCA_000325705.1"
"alm","Algoriphagus sp. M8-2","2016","GenBank","1727163","GCA_001593605.1"
"chu","Cytophaga hutchinsonii","2006","GenBank","269798","GCA_000014145.1"
"dfe","Dyadobacter fermentans","2009","GenBank","471854","GCA_000023125.1"
"sli","Spirosoma linguale","2010","GenBank","504472","GCA_000024525.1"
"srd","Spirosoma radiotolerans","2015","GenBank","1379870","GCA_000974425.1"
"smon","Spirosoma montaniterrae","2017","GenBank","1178516","GCA_001988955.1"
"spir","Spirosoma sp. HA7","2018","GenBank","2057025","GCA_002831565.1"
"lby","Leadbetterella byssophila","2010","GenBank","649349","GCA_000166395.1"
"rsi","Runella slithyformis","2011","GenBank","761193","GCA_000218895.1"
"eol","Emticicia oligotrophica","2012","GenBank","929562","GCA_000263195.1"
"fae","Fibrella aestuarina","2013","GenBank","1166018","GCA_000331105.1"
"fib","Fibrella sp. ES10-3-2-2","2017","GenBank","1834519","GCA_002108455.1"
"fli","Bernardetia litoralis","2012","GenBank","880071","GCA_000265505.1"
"hsw","Hymenobacter swuensis","2014","GenBank","1227739","GCA_000576555.1"
"hym","Hymenobacter sp. APR13","2014","GenBank","1356852","GCA_000737515.1"
"hyd","Hymenobacter sp. DG25B","2014","GenBank","1385664","GCA_000801315.1"
"hye","Hymenobacter sp. DG25A","2015","GenBank","1385663","GCA_001280305.1"
"hyg","Hymenobacter sp. DG5B","2016","GenBank","1411621","GCA_001507645.1"
"hyp","Hymenobacter sp. PAMC 26554","2016","GenBank","1484116","GCA_001596155.1"
"hyz","Hymenobacter sp. PAMC 26628","2017","GenBank","1484118","GCA_001562275.1"
"pko","Pontibacter korlensis","2015","GenBank","400092","GCA_000973725.1"
"ruf","Rufibacter sp. DG31D","2015","GenBank","1379910","GCA_001078055.1"
"rti","Rufibacter tibetensis","2016","GenBank","512763","GCA_001310085.1"
"rud","Rufibacter sp. DG15C","2016","GenBank","1379909","GCA_001577755.1"
"mtt","Marivirga tractuosa","2010","GenBank","643867","GCA_000183425.1"
"flm","Flammeovirga sp. MY04","2016","GenBank","1191459","GCA_001682195.1"
"fbt","Flammeovirgaceae bacterium 311","2015","GenBank","1257021","GCA_000597885.1"
"aas","Candidatus Amoebophilus asiaticus","2008","GenBank","452471","GCA_000020565.1"
"che","Cardinium endosymbiont cEper1 (Encarsia pergandiella)","2012","GenBank","1231626","GCA_000304455.1"
"gfo","Gramella forsetii","2006","GenBank","411154","GCA_000060345.1"
"grl","Gramella sp. LPB0144","2017","GenBank","1913577","GCA_001889005.1"
"gfl","Gramella flava","2017","GenBank","1229726","GCA_001951155.1"
"grs","Gramella sp. SH35","2018","GenBank","2126553","GCA_003024155.1"
"fjo","Flavobacterium johnsoniae UW101","2007","GenBank","376686","GCA_000016645.1"
"fjg","Flavobacterium johnsoniae GSE09","2017","GenBank","459526","GCA_001705175.1"
"fps","Flavobacterium psychrophilum JIP02/86","2007","RefSeq","402612","GCF_000064305.2"
"fpc","Flavobacterium psychrophilum CSF259-93","2014","GenBank","96345","GCA_000739395.1"
"fpy","Flavobacterium psychrophilum FPG101","2014","GenBank","1452725","GCA_000754365.1"
"fpo","Flavobacterium psychrophilum FPG3","2014","GenBank","1452724","GCA_000754405.1"
"fpq","Flavobacterium psychrophilum 950106-1/1","2014","GenBank","96345","GCA_000767095.1"
"fpv","Flavobacterium psychrophilum V3-5","2015","GenBank","96345","GCA_000831225.1"
"fpw","Flavobacterium psychrophilum V4-24","2015","GenBank","96345","GCA_000831185.1"
"fpk","Flavobacterium psychrophilum v4-33","2015","GenBank","96345","GCA_000831205.1"
"fpsz","Flavobacterium psychrophilum Z2","2016","GenBank","96345","GCA_001431805.1"
"fbr","Flavobacterium branchiophilum","2011","GenBank","1034807","GCA_000253275.1"
"fco","Flavobacterium columnare","2012","GenBank","1041826","GCA_000240075.2"
"fin","Flavobacterium indicum","2012","GenBank","1094466","GCA_000455605.1"
"fgl","Flavobacterium gilvum","2017","GenBank","1492737","GCA_001761465.1"
"fcm","Flavobacterium commune","2017","GenBank","1306519","GCA_001857965.1"
"coc","Capnocytophaga ochracea","2009","GenBank","521097","GCA_000023285.1"
"ccm","Capnocytophaga canimorsus","2011","GenBank","860228","GCA_000220625.1"
"col","Capnocytophaga sp. oral taxon 323","2016","GenBank","1705617","GCA_001278825.1"
"chg","Capnocytophaga haemolytica","2016","GenBank","45243","GCA_001553545.1"
"capn","Capnocytophaga sp. ChDC OS43","2017","GenBank","209053","GCA_002209445.1"
"cgh","Capnocytophaga gingivalis","2018","GenBank","1017","GCA_002302415.1"
"clk","Capnocytophaga leadbetteri","2018","GenBank","327575","GCA_002302615.1"
"rbi","Robiginitalea biformata","2009","GenBank","313596","GCA_000024125.1"
"zpr","Zunongwangia profunda","2010","GenBank","655815","GCA_000023465.1"
"cat","Croceibacter atlanticus","2010","GenBank","216432","GCA_000196315.1"
"ran","Riemerella anatipestifer ATCC 11845 = DSM 15868","2010","GenBank","693978","GCA_000183155.1"
"rai","Riemerella anatipestifer ATCC 11845 = DSM 15868","2012","GenBank","693978","GCA_000252855.1"
"rar","Riemerella anatipestifer RA-GD","2012","GenBank","992406","GCA_000191565.1"
"rag","Riemerella anatipestifer RA-CH-1","2012","GenBank","1228997","GCA_000295655.1"
"rae","Riemerella anatipestifer RA-CH-2","2013","GenBank","1271752","GCA_000331695.1"
"rat","Riemerella anatipestifer CH3","2014","GenBank","1354240","GCA_000734055.1"
"fbc","Maribacter sp. HTCC2170","2010","GenBank","313603","GCA_000153165.2"
"marm","Maribacter sp. 1_2014MBL_MicDiv","2016","GenBank","1644130","GCA_001865655.1"
"mart","Maribacter sp. T28","2017","GenBank","1836467","GCA_001913155.1"
"marb","Maribacter cobaltidurans","2017","GenBank","1178778","GCA_002269385.1"
"cao","Cellulophaga algicola","2011","GenBank","688270","GCA_000186265.1"
"cly","Cellulophaga lytica DSM 7489","2011","GenBank","867900","GCA_000190595.1"
"clh","Cellulophaga lytica HI1","2014","GenBank","979","GCA_000750195.1"
"cbal","Cellulophaga baltica NN016038","2015","GenBank","1348585","GCA_000477035.2"
"cbat","Cellulophaga baltica 18","2015","GenBank","1348584","GCA_000468615.2"
"wvi","Weeksella virosa","2011","GenBank","865938","GCA_000189415.1"
"kdi","Dokdonia sp. 4H-3-7-5","2011","GenBank","983548","GCA_000212355.1"
"dok","Dokdonia sp. MED134","2014","GenBank","313590","GCA_000152925.3"
"ddo","Dokdonia donghaensis","2016","GenBank","1300343","GCA_001653755.1"
"lan","Lacinutrix sp. 5H-3-7-4","2011","GenBank","983544","GCA_000211855.3"
"lvn","Lacinutrix venerupis","2017","GenBank","1486034","GCA_001971745.1"
"laci","Lacinutrix sp. Bg11-31","2017","GenBank","2057808","GCA_002831665.1"
"zga","Zobellia galactanivorans","2011","GenBank","63186","GCA_000973105.1"
"mrs","Muricauda ruestringensis","2011","GenBank","886377","GCA_000224085.1"
"mlt","Muricauda lutaonensis","2015","GenBank","516051","GCA_000963865.1"
"asl","Aequorivita sublithincola","2012","GenBank","746697","GCA_000265385.1"
"orh","Ornithobacterium rhinotracheale DSM 15997","2012","GenBank","867902","GCA_000265465.1"
"ori","Ornithobacterium rhinotracheale ORT-UMN 88","2014","GenBank","1401325","GCA_000756505.1"
"ptq","Psychroflexus torquis","2012","GenBank","313595","GCA_000153485.2"
"ndo","Nonlabens dokdonensis","2013","GenBank","592029","GCA_000332115.1"
