"Organism","Body Site","Project ID","CDS Count","Contig Count","Contig Locus Min","Contig Locus Max","Contig ASM","Contig CDS","Contig PEP","Contig GBK","Scaffold Count","Scaffold Locus Min","Scaffold Locus Max","Scaffold ASM","Scaffold CDS","Scaffold PEP","Scaffold GBK"
"Achromobacter piechaudii ATCC 43553","Airways","46343","11510","154","ADMS01000001","ADMS01000154","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.ADMS01000001-ADMS01000154.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.ADMS01000001-ADMS01000154.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.ADMS01000001-ADMS01000154.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.ADMS01000001-ADMS01000154.nuc.gbk","26","GG770409","GG770434","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.GG770409-GG770434.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.GG770409-GG770434.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.GG770409-GG770434.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46343/46343.GG770409-GG770434.nuc.gbk"
"Actinomyces sp. oral taxon 170 str. F0386","Oral","48493","6084","99","AFBL01000001","AFBL01000099","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.AFBL01000001-AFBL01000099.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.AFBL01000001-AFBL01000099.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.AFBL01000001-AFBL01000099.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.AFBL01000001-AFBL01000099.nuc.gbk","76","GL882504","GL882579","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.GL882504-GL882579.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.GL882504-GL882579.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.GL882504-GL882579.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48493/48493.GL882504-GL882579.nuc.gbk"
"Enterococcus faecalis TX1341","Gastrointestinal_tract","47183","6070","64","AECF01000001","AECF01000064","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.nuc.gbk","38","GL457160","GL457197","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.nuc.gbk"
"Citrobacter youngae ATCC 29220","Gastrointestinal_tract","28665","10556","49","ABWL02000001","ABWL02000049","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.nuc.gbk","10","GG730299","GG730308","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.nuc.gbk"
"Enterococcus faecium P1137","Unknown","82047","5832","216","AMAO01000001","AMAO01000216","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.AMAO01000001-AMAO01000216.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.AMAO01000001-AMAO01000216.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.AMAO01000001-AMAO01000216.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.AMAO01000001-AMAO01000216.nuc.gbk","178","JH810077","JH810254","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.JH810077-JH810254.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.JH810077-JH810254.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.JH810077-JH810254.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82047/82047.JH810077-JH810254.nuc.gbk"
"Acetobacteraceae bacterium AT-5844","Skin","70153","10578","244","AGEZ01000001","AGEZ01000244","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.AGEZ01000001-AGEZ01000244.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.AGEZ01000001-AGEZ01000244.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.AGEZ01000001-AGEZ01000244.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.AGEZ01000001-AGEZ01000244.nuc.gbk","157","JH599910","JH600066","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.JH599910-JH600066.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.JH599910-JH600066.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.JH599910-JH600066.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/70153/70153.JH599910-JH600066.nuc.gbk"
"Prevotella melaninogenica D18","Oral","40045","2461","173","ACWY01000001","ACWY01000173","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.ACWY01000001-ACWY01000173.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.ACWY01000001-ACWY01000173.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.ACWY01000001-ACWY01000173.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.ACWY01000001-ACWY01000173.nuc.gbk","46","GG740010","GG740055","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.GG740010-GG740055.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.GG740010-GG740055.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.GG740010-GG740055.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40045/40045.GG740010-GG740055.nuc.gbk"
"[Eubacterium] cylindroides T2-87","Gastrointestinal_tract","45917","1442","","","","","","","","1","FP929041","FP929041","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.nuc.gbk"
"Enterococcus faecalis TX4000","Unknown","47133","5716","77","AEBB01000001","AEBB01000077","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.AEBB01000001-AEBB01000077.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.AEBB01000001-AEBB01000077.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.AEBB01000001-AEBB01000077.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.AEBB01000001-AEBB01000077.nuc.gbk","55","GL476245","GL476299","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.GL476245-GL476299.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.GL476245-GL476299.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.GL476245-GL476299.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47133/47133.GL476245-GL476299.nuc.gbk"
"Fusobacterium periodonticum 1_1_41FAA","Gastrointestinal_tract","32469","2325","80","ADGG01000001","ADGG01000080","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.nuc.gbk","31","GG770374","GG770404","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.nuc.gbk"
"Propionibacterium acnes HL097PA1","Skin","40715","5134","21","ADWI01000001","ADWI01000021","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.ADWI01000001-ADWI01000021.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.ADWI01000001-ADWI01000021.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.ADWI01000001-ADWI01000021.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.ADWI01000001-ADWI01000021.nuc.gbk","11","GL878483","GL878493","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.GL878483-GL878493.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.GL878483-GL878493.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.GL878483-GL878493.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40715/40715.GL878483-GL878493.nuc.gbk"
"Brevundimonas diminuta 470-4","Oral","67195","7012","168","AMFA01000001","AMFA01000168","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.AMFA01000001-AMFA01000168.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.AMFA01000001-AMFA01000168.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.AMFA01000001-AMFA01000168.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.AMFA01000001-AMFA01000168.nuc.gbk","80","KB291718","KB291797","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.KB291718-KB291797.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.KB291718-KB291797.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.KB291718-KB291797.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/67195/67195.KB291718-KB291797.nuc.gbk"
"Streptococcus oralis SK304","Oral","89615","2007","25","ALJN01000001","ALJN01000025","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89615/89615.ALJN01000001-ALJN01000025.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89615/89615.ALJN01000001-ALJN01000025.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89615/89615.ALJN01000001-ALJN01000025.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89615/89615.ALJN01000001-ALJN01000025.nuc.gbk","","","","","","",""
"Peptoniphilus indolicus ATCC 29427","Oral","64733","4538","302","AGBB01000001","AGBB01000302","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.AGBB01000001-AGBB01000302.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.AGBB01000001-AGBB01000302.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.AGBB01000001-AGBB01000302.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.AGBB01000001-AGBB01000302.nuc.gbk","98","JH165061","JH165158","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.JH165061-JH165158.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.JH165061-JH165158.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.JH165061-JH165158.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64733/64733.JH165061-JH165158.nuc.gbk"
"Streptococcus anginosus SK1138","Blood","89617","1945","13","ALJO01000001","ALJO01000013","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89617/89617.ALJO01000001-ALJO01000013.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89617/89617.ALJO01000001-ALJO01000013.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89617/89617.ALJO01000001-ALJO01000013.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89617/89617.ALJO01000001-ALJO01000013.nuc.gbk","","","","","","",""
"Citrobacter sp. 30_2","Gastrointestinal_tract","32453","9366","30","ACDJ02000001","ACDJ02000030","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.nuc.gbk","9","KI391984","KI391992","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.nuc.gbk"
"Lactobacillus gasseri SJ-9E-US","Urogenital_tract","42535","1680","15","ADDU01000001","ADDU01000015","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.ADDU01000001-ADDU01000015.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.ADDU01000001-ADDU01000015.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.ADDU01000001-ADDU01000015.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.ADDU01000001-ADDU01000015.nuc.gbk","8","KN050666","KN050673","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.KN050666-KN050673.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.KN050666-KN050673.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.KN050666-KN050673.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42535/42535.KN050666-KN050673.nuc.gbk"
"Enterococcus faecium C1904","Unknown","82017","6072","247","AMBD01000001","AMBD01000247","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.AMBD01000001-AMBD01000247.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.AMBD01000001-AMBD01000247.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.AMBD01000001-AMBD01000247.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.AMBD01000001-AMBD01000247.nuc.gbk","213","JH811578","JH811790","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.JH811578-JH811790.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.JH811578-JH811790.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.JH811578-JH811790.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82017/82017.JH811578-JH811790.nuc.gbk"
"Staphylococcus hominis subsp. hominis C80","Airways","38759","2181","41","ACRM01000001","ACRM01000041","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.ACRM01000001-ACRM01000041.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.ACRM01000001-ACRM01000041.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.ACRM01000001-ACRM01000041.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.ACRM01000001-ACRM01000041.nuc.gbk","15","GL545252","GL545266","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.GL545252-GL545266.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.GL545252-GL545266.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.GL545252-GL545266.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38759/38759.GL545252-GL545266.nuc.gbk"
